"DBpedia_Video_Game_2141","VG_Sales1740","0.9619482496194824"
"DBpedia_Video_Game_2143","VG_Sales1274","0.9619482496194824"
"DBpedia_Video_Game_9366","VG_Sales3039","0.9619482496194824"
"DBpedia_Video_Game_9366","VG_Sales11413","0.9619482496194824"
"DBpedia_Video_Game_9365","VG_Sales1740","0.9619482496194824"
"DBpedia_Video_Game_9367","VG_Sales1274","0.9619482496194824"
"DBpedia_Video_Game_9364","VG_Sales4500","0.9619482496194824"
"DBpedia_Video_Game_9363","VG_Sales9319","0.9619482496194824"
"DBpedia_Video_Game_5892","VG_Sales838","0.9619482496194824"
"DBpedia_Video_Game_19042","VG_Sales8895","0.9619482496194824"
"DBpedia_Video_Game_19043","VG_Sales12254","0.9619482496194824"
"DBpedia_Video_Game_5598","VG_Sales8430","0.9619482496194824"
"DBpedia_Video_Game_5597","VG_Sales4577","0.9619482496194824"
"DBpedia_Video_Game_21704","VG_Sales8847","0.9619482496194824"
"DBpedia_Video_Game_21704","VG_Sales7131","0.9619482496194824"
"DBpedia_Video_Game_13662","VG_Sales1383","0.9619482496194824"
"DBpedia_Video_Game_13662","VG_Sales11530","0.9619482496194824"
"DBpedia_Video_Game_6088","VG_Sales5680","0.9619482496194824"
"DBpedia_Video_Game_5580","VG_Sales7361","0.9619482496194824"
"DBpedia_Video_Game_5579","VG_Sales7801","0.9619482496194824"
"DBpedia_Video_Game_6757","VG_Sales9277","0.9619482496194824"
"DBpedia_Video_Game_10183","VG_Sales13439","0.8918918918918919"
"DBpedia_Video_Game_18052","VG_Sales2340","0.9619482496194824"
"DBpedia_Video_Game_18052","VG_Sales2482","0.9619482496194824"
"DBpedia_Video_Game_18724","VG_Sales6501","0.9619482496194824"
"DBpedia_Video_Game_18724","VG_Sales2715","0.9619482496194824"
"DBpedia_Video_Game_2350","VG_Sales6501","0.9619482496194824"
"DBpedia_Video_Game_2350","VG_Sales2715","0.9619482496194824"
"DBpedia_Video_Game_5753","VG_Sales6801","0.9619482496194824"
"DBpedia_Video_Game_15009","VG_Sales6013","0.9619482496194824"
"DBpedia_Video_Game_15009","VG_Sales2089","0.9619482496194824"
"DBpedia_Video_Game_15009","VG_Sales14334","0.9619482496194824"
"DBpedia_Video_Game_15009","VG_Sales16151","0.9619482496194824"
"DBpedia_Video_Game_23375","VG_Sales9464","0.9619482496194824"
"DBpedia_Video_Game_1403","VG_Sales12637","0.9619482496194824"
"DBpedia_Video_Game_10686","VG_Sales12637","0.9619482496194824"
"DBpedia_Video_Game_10685","VG_Sales12637","0.9619482496194824"
"DBpedia_Video_Game_8748","VG_Sales2924","0.9619482496194824"
"DBpedia_Video_Game_8748","VG_Sales3114","0.9619482496194824"
"DBpedia_Video_Game_20437","VG_Sales3114","0.9619482496194824"
"DBpedia_Video_Game_11112","VG_Sales3218","0.9619482496194824"
"DBpedia_Video_Game_11112","VG_Sales4805","0.9619482496194824"
"DBpedia_Video_Game_8751","VG_Sales4805","0.9619482496194824"
"DBpedia_Video_Game_22820","VG_Sales11825","0.9619482496194824"
"DBpedia_Video_Game_20723","VG_Sales7055","0.9619482496194824"
"DBpedia_Video_Game_18514","VG_Sales7230","0.9619482496194824"
"DBpedia_Video_Game_18514","VG_Sales7029","0.9619482496194824"
"DBpedia_Video_Game_9778","VG_Sales9877","0.9619482496194824"
"DBpedia_Video_Game_10415","VG_Sales6592","0.9619482496194824"
"DBpedia_Video_Game_10415","VG_Sales9563","0.9619482496194824"
"DBpedia_Video_Game_10414","VG_Sales2684","0.9619482496194824"
"DBpedia_Video_Game_10414","VG_Sales3584","0.9619482496194824"
"DBpedia_Video_Game_10414","VG_Sales4594","0.9619482496194824"
"DBpedia_Video_Game_1080","VG_Sales11852","0.9619482496194824"
"DBpedia_Video_Game_1079","VG_Sales9250","0.9619482496194824"
"DBpedia_Video_Game_15389","VG_Sales7006","0.9619482496194824"
"DBpedia_Video_Game_15389","VG_Sales4931","0.9619482496194824"
"DBpedia_Video_Game_15389","VG_Sales4115","0.9619482496194824"
"DBpedia_Video_Game_5764","VG_Sales6592","0.9619482496194824"
"DBpedia_Video_Game_5764","VG_Sales9563","0.9619482496194824"
"DBpedia_Video_Game_5763","VG_Sales2684","0.9619482496194824"
"DBpedia_Video_Game_5763","VG_Sales3584","0.9619482496194824"
"DBpedia_Video_Game_5763","VG_Sales4594","0.9619482496194824"
"DBpedia_Video_Game_5762","VG_Sales11653","0.9619482496194824"
"DBpedia_Video_Game_5762","VG_Sales8867","0.9619482496194824"
"DBpedia_Video_Game_5762","VG_Sales7248","0.9619482496194824"
"DBpedia_Video_Game_5761","VG_Sales11905","0.9619482496194824"
