Kaggle1_Video_Game_333+DBpedia_Video_Game_10879,0.25
Kaggle1_Video_Game_1656+DBpedia_Video_Game_3664,0.25
DBpedia_Video_Game_1118+Kaggle1_Video_Game_5196,0.25
DBpedia_Video_Game_14334+Kaggle1_Video_Game_2724,0.25
Kaggle1_Video_Game_412+DBpedia_Video_Game_7103,0.25
DBpedia_Video_Game_8069+Kaggle1_Video_Game_4498,0.25
DBpedia_Video_Game_19237+Kaggle1_Video_Game_1168,0.25
DBpedia_Video_Game_20117+Kaggle1_Video_Game_435,0.25
Kaggle1_Video_Game_3754+DBpedia_Video_Game_314,0.25
Kaggle1_Video_Game_4578+DBpedia_Video_Game_1680,0.25
DBpedia_Video_Game_14671+Kaggle1_Video_Game_1551,0.25
DBpedia_Video_Game_13904+Kaggle1_Video_Game_661,0.25
Kaggle1_Video_Game_4104+DBpedia_Video_Game_4876,0.25
Kaggle1_Video_Game_8715+DBpedia_Video_Game_4981,0.25
DBpedia_Video_Game_8274+Kaggle1_Video_Game_1869,0.25
DBpedia_Video_Game_9518+Kaggle1_Video_Game_5285,0.25
Kaggle1_Video_Game_3357+DBpedia_Video_Game_19453,0.25
Kaggle1_Video_Game_3234+DBpedia_Video_Game_3586,0.25
Kaggle1_Video_Game_8440+DBpedia_Video_Game_11889,0.25
DBpedia_Video_Game_21081+Kaggle1_Video_Game_9396,0.25
Kaggle1_Video_Game_2257+DBpedia_Video_Game_11654,0.25
Kaggle1_Video_Game_4784+DBpedia_Video_Game_8821,0.25
DBpedia_Video_Game_8849+Kaggle1_Video_Game_2109,0.25
Kaggle1_Video_Game_703+DBpedia_Video_Game_12823,0.25
Kaggle1_Video_Game_1066+DBpedia_Video_Game_10875,0.25
DBpedia_Video_Game_21623+Kaggle1_Video_Game_1173,0.25
DBpedia_Video_Game_21822+Kaggle1_Video_Game_161,0.25
DBpedia_Video_Game_2953+Kaggle1_Video_Game_5898,0.25
Kaggle1_Video_Game_2430+DBpedia_Video_Game_3730,0.25
Kaggle1_Video_Game_2397+DBpedia_Video_Game_11762,0.25
DBpedia_Video_Game_12284+Kaggle1_Video_Game_2601,0.25
DBpedia_Video_Game_9908+Kaggle1_Video_Game_859,0.25
DBpedia_Video_Game_3727+Kaggle1_Video_Game_1635,0.25
Kaggle1_Video_Game_8792+DBpedia_Video_Game_19461,0.25
DBpedia_Video_Game_22621+Kaggle1_Video_Game_777,0.25
DBpedia_Video_Game_24083+Kaggle1_Video_Game_361,0.25
DBpedia_Video_Game_15891+Kaggle1_Video_Game_996,0.25
Kaggle1_Video_Game_7441+DBpedia_Video_Game_11457,0.25
Kaggle1_Video_Game_1928+DBpedia_Video_Game_12307,0.25
DBpedia_Video_Game_19758+Kaggle1_Video_Game_4679,0.25
Kaggle1_Video_Game_8369+DBpedia_Video_Game_16769,0.25
Kaggle1_Video_Game_1593+DBpedia_Video_Game_23578,0.25
DBpedia_Video_Game_19859+Kaggle1_Video_Game_184,0.25
DBpedia_Video_Game_20313+Kaggle1_Video_Game_3431,0.25
DBpedia_Video_Game_15067+Kaggle1_Video_Game_7587,0.25
Kaggle1_Video_Game_1348+DBpedia_Video_Game_17427,0.25
Kaggle1_Video_Game_3302+DBpedia_Video_Game_20697,0.25
DBpedia_Video_Game_17464+Kaggle1_Video_Game_53+Kaggle1_Video_Game_685,0.25
Kaggle1_Video_Game_7976+DBpedia_Video_Game_16626,0.25
Kaggle1_Video_Game_3864+DBpedia_Video_Game_16230,0.25
Kaggle1_Video_Game_7702+DBpedia_Video_Game_18056,0.25
Kaggle1_Video_Game_2731+DBpedia_Video_Game_1948,0.25
Kaggle1_Video_Game_7119+DBpedia_Video_Game_15762,0.25
DBpedia_Video_Game_3728+Kaggle1_Video_Game_4212,0.25
DBpedia_Video_Game_22304+Kaggle1_Video_Game_464,0.25
Kaggle1_Video_Game_1899+DBpedia_Video_Game_4012,0.25
Kaggle1_Video_Game_680+DBpedia_Video_Game_14183,0.25
Kaggle1_Video_Game_1268+DBpedia_Video_Game_24607,0.25
Kaggle1_Video_Game_588+DBpedia_Video_Game_9914,0.25
DBpedia_Video_Game_17248+Kaggle1_Video_Game_8085,0.25
Kaggle1_Video_Game_5771+DBpedia_Video_Game_9930,0.25
Kaggle1_Video_Game_5700+DBpedia_Video_Game_218,0.25
Kaggle1_Video_Game_6028+Kaggle1_Video_Game_12431+DBpedia_Video_Game_6147,0.25
DBpedia_Video_Game_20699+Kaggle1_Video_Game_2848,0.25
DBpedia_Video_Game_6630+Kaggle1_Video_Game_1060,0.25
Kaggle1_Video_Game_3753+DBpedia_Video_Game_4514,0.25
DBpedia_Video_Game_17802+Kaggle1_Video_Game_520,0.25
Kaggle1_Video_Game_863+DBpedia_Video_Game_9913,0.25
DBpedia_Video_Game_3729+Kaggle1_Video_Game_4580,0.25
Kaggle1_Video_Game_2056+DBpedia_Video_Game_1683,0.25
DBpedia_Video_Game_12819+Kaggle1_Video_Game_3142,0.25
Kaggle1_Video_Game_4752+DBpedia_Video_Game_217,0.25
Kaggle1_Video_Game_2299+Kaggle1_Video_Game_2792+DBpedia_Video_Game_24352,0.3055555555555555
DBpedia_Video_Game_15533+Kaggle1_Video_Game_3617+Kaggle1_Video_Game_6858,0.3055555555555555
Kaggle1_Video_Game_4676+DBpedia_Video_Game_23074+Kaggle1_Video_Game_68,0.3055555555555555
Kaggle1_Video_Game_955+DBpedia_Video_Game_716+Kaggle1_Video_Game_2440,0.3055555555555555
Kaggle1_Video_Game_4226+Kaggle1_Video_Game_5334+DBpedia_Video_Game_3761,0.3055555555555555
Kaggle1_Video_Game_1594+Kaggle1_Video_Game_12452+DBpedia_Video_Game_478,0.3055555555555555
Kaggle1_Video_Game_7177+Kaggle1_Video_Game_8770+DBpedia_Video_Game_17905,0.3055555555555555
Kaggle1_Video_Game_3872+Kaggle1_Video_Game_10323+Kaggle1_Video_Game_2908+DBpedia_Video_Game_2164,0.3125
DBpedia_Video_Game_13204+Kaggle1_Video_Game_872,0.3333333333333333
Kaggle1_Video_Game_2247+DBpedia_Video_Game_11462,0.3333333333333333
Kaggle1_Video_Game_5873+DBpedia_Video_Game_23681,0.3333333333333333
DBpedia_Video_Game_15787+Kaggle1_Video_Game_1034,0.3333333333333333
Kaggle1_Video_Game_1260+DBpedia_Video_Game_12604,0.3333333333333333
DBpedia_Video_Game_10244+Kaggle1_Video_Game_8482,0.3333333333333333
Kaggle1_Video_Game_1519+DBpedia_Video_Game_15301,0.3333333333333333
Kaggle1_Video_Game_7369+DBpedia_Video_Game_19094,0.3333333333333333
Kaggle1_Video_Game_6210+DBpedia_Video_Game_11238,0.3333333333333333
DBpedia_Video_Game_13010+Kaggle1_Video_Game_2177,0.3333333333333333
Kaggle1_Video_Game_242+DBpedia_Video_Game_21989,0.3333333333333333
